"00000B05","　？女の子","　？女の子"
"00000B25","　 女の子 　","　 女孩子 　"
"00000BCC","　 ？？？ 　","　 ？？？ 　"
"00000BDB","　 ？ハル 　","　 ？ハル 　"
"00000BFD","　　ハル　　","　　春　　"
"00000CA4","　 ？？？ 　","　 ？？？ 　"
"00000CB3","　 ？サブ１ 　","　 ？サブ１ 　"
"00000CD7","　　サブ１　　","　　サブ１　　"
"00000D80","　 ？？？ 　","　 ？？？ 　"
"00000D8F","　？サブ２　","　？サブ２　"
"00000DB1","　　サブ２　　","　　サブ２　　"
"00000E5A","　 ？？？ 　","　 ？？？ 　"
"00000E69","　 ？サブ３ 　","　 ？サブ３ 　"
"00000E97","　　サブ３　　","　　サブ３　　"
"00000EA8","　 ？サブ３ 　","　 ？サブ３ 　"
"00000ECC","　　サブ３　　","　　サブ３　　"
"00000F75","　 ？？？ 　","　 ？？？ 　"
"00000F84","　 ？サブ４ 　","　 ？サブ４ 　"
"00000FB2","　　サブ４　　","　　サブ４　　"
"00000FC3","　 ？サブ４ 　","　 ？サブ４ 　"
"00000FE7","　　サブ４　　","　　サブ４　　"
"00001090","　 ？？？ 　","　 ？？？ 　"
"0000109F","？サブ５","？サブ５"
"000010C7","　うさうさ　","　うさうさ　"
"000010D6"," ？うさうさ "," ？うさうさ "
"00001102"," サブ５ "," サブ５ "
"0000110D","？サブ５","？サブ５"
"0000112B"," サブ５ "," サブ５ "
"000011CE","　 ？？？ 　","　 ？？？ 　"
"000011DD","？サブ６","？サブ６"
"00001205"," サブ６ "," サブ６ "
"00001210","？サブ６","？サブ６"
"0000122E"," サブ６ "," サブ６ "
"000012D1","　 ？？？ 　","　 ？？？ 　"
"000012E0","　？サブ７　","　？サブ７　"
"0000130C","　 サブ７ 　","　 サブ７ 　"
"0000131B","　？サブ７　","　？サブ７　"
"0000133D","　 サブ７ 　","　 サブ７ 　"
"000013BB","　 ？？？ 　","　 ？？？ 　"
"000013CA","　　？母　　","　　？母　　"
"000013E3","　　 母 　　","　　 母亲 　　"
"00001434","　 ？？？ 　","　 ？？？ 　"
"00001443","　？女の人　","　？女の人　"
"0000145C","　 女の人 　","　 女人 　"
"000014AD","　 ？？？ 　","　 ？？？ 　"
"000014BC","　？女の人　","　？女の人　"
"000014D5","　 女の人 　","　 女人 　"
"00001526","　 ？？？ 　","　 ？？？ 　"
"00001535"," 　？幼女　 "," 　？幼女　 "
"0000154E","　　幼女　　","　　年幼的女孩　　"
"0000159F","　 ？？？ 　","　 ？？？ 　"
"000015AE"," 　？母親　 "," 　？母親　 "
"000015C7","　　母親　　","　　母亲　　"
"00001618","　 ？？？ 　","　 ？？？ 　"
"00001627","　　？猫　　","　　？猫　　"
"00001640","　　 猫 　　","　　 猫 　　"
"00001691","　 ？？？ 　","　 ？？？ 　"
"000016A0","？蝶ネクタイをしたすまし顔の猫","？蝶ネクタイをしたすまし顔の猫"
"000016CB","蝶ネクタイをしたすまし顔の猫","蝶ネクタイをしたすまし顔の猫"
"0000172C","　 ？？？ 　","　 ？？？ 　"
"0000173B","？おばあさん","？おばあさん"
"00001754"," おばあさん "," 老太太 "
"000017A5","　 ？？？ 　","　 ？？？ 　"
"000017B4","　 ？少年 　","　 ？少年 　"
"000017CD","　　少年　　","　　少年　　"
"0000181E","　 ？？？ 　","　 ？？？ 　"
"0000182D","？夜のイキモノ","？夜のイキモノ"
"00001848","夜のイキモノ","夜之生物"
"0000189E","　 ？？？ 　","　 ？？？ 　"
"000018AD","　？奏大雅　","　？奏大雅　"
"000018CE"," 　奏大雅 　"," 　奏大雅 　"
"0000193A","　 ？？？ 　","　 ？？？ 　"
"00001949","　 ？大雅 　","　 ？大雅 　"
"00001974","　　ぼく　　","　　我　　"
"00001996","　　大雅　　","　　大雅　　"
"0003CE51","　 ？？？ 　","　 ？？？ 　"
"0003CE7B","　　クロ　　","　　小黑　　"
"0003CEA5","　　ハル　　","　　春　　"
"0003CECF","　　千和　　","　　千和　　"
"0003CEF9","　　姫織　　","　　姬织　　"
"0003CF23","　 ましろ 　","　 真白 　"
"0003CF4D","　　十夜　　","　　十夜　　"
"0003CF77","　 あさひ 　","　 朝日 　"
"0003CFA1","　 あず咲 　","　 梓咲 　"
"0003CFCB","　　ナナ　　","　　七七　　"
"0003CFF5","　　智仁　　","　　智仁　　"
"0003D01F","　　ソル　　","　　索尔　　"
"0003D049","　　 ナハト 　　","　　 纳哈特 　　"
"0003D077","　 女の子 　","　 女孩子 　"
"0003D0A1","　　大雅　　","　　大雅　　"
"0003D0CB"," 　奏大雅 　"," 　奏大雅 　"
"0003D0F5","　　ぼく　　","　　我　　"
"0003D11F","　　少年　　","　　少年　　"
"0003D131","夜のイキモノ","夜之生物"
"0003D15C","　　 母 　　","　　 母亲 　　"
"0003D16E","　 女の人 　","　 女人 　"
"0003D181","　　幼女　　","　　年幼的女孩　　"
"0003D194","　　母親　　","　　母亲　　"
"0003D1A7"," おばあさん "," 老太太 "
"0003D205","　？クロ　　","　？クロ　　"
"0003D217","　　クロ　　","　　小黑　　"
"0003D237","　 ？ハル 　","　 ？ハル 　"
"0003D249","　　ハル　　","　　春　　"
"0003D269","　 ？千和 　","　 ？千和 　"
"0003D27B","　　千和　　","　　千和　　"
"0003D29B","　？姫織　","　？姫織　"
"0003D2AB","　　姫織　　","　　姬织　　"
"0003D2CB","　？ましろ　","　？ましろ　"
"0003D2DD","　 ましろ 　","　 真白 　"
"0003D2FD","　 ？十夜 　","　 ？十夜 　"
"0003D30F","　　十夜　　","　　十夜　　"
"0003D32F","　？あさひ　","　？あさひ　"
"0003D341","　 あさひ 　","　 朝日 　"
"0003D361","　？あず咲　","　？あず咲　"
"0003D373","　 あず咲 　","　 梓咲 　"
"0003D393","　 ？ナナ 　","　 ？ナナ 　"
"0003D3A5","　　ナナ　　","　　七七　　"
"0003D3C5","　 ？智仁 　","　 ？智仁 　"
"0003D3D7","　　智仁　　","　　智仁　　"
"0003D3F7","　 ？ソル 　","　 ？ソル 　"
"0003D409","　　ソル　　","　　索尔　　"
"0003D41C","　 ？一磨 　","　 ？一磨 　"
"0003D42F","　 ？遠矢 　","　 ？遠矢 　"
"0003D44F","　　？ナハト　　","　　？ナハト　　"
"0003D465","　　 ナハト 　　","　　 纳哈特 　　"
"0003D489","　？女の子","　？女の子"
"0003D499","　 女の子 　","　 女孩子 　"
"0003D4B9","　　？母　　","　　？母　　"
"0003D4CB","　　 母 　　","　　 母亲 　　"
"0003D4DE"," 　？母親　 "," 　？母親　 "
"0003D4F1","　　母親　　","　　母亲　　"
"0003D511","　？女の人　","　？女の人　"
"0003D523","　 女の人 　","　 女人 　"
"0003D536"," 　？幼女　 "," 　？幼女　 "
"0003D549","　　幼女　　","　　年幼的女孩　　"
"0003D569","？おばあさん","？おばあさん"
"0003D57B"," おばあさん "," 老太太 "
"0003D59B","　　？猫　　","　　？猫　　"
"0003D5AD","　　 猫 　　","　　 猫 　　"
"0003D5CD","？蝶ネクタイをしたすまし顔の猫","？蝶ネクタイをしたすまし顔の猫"
"0003D5F1","蝶ネクタイをしたすまし顔の猫","蝶ネクタイをしたすまし顔の猫"
"0003D621","　 ？少年 　","　 ？少年 　"
"0003D633","　　少年　　","　　少年　　"
"0003D653","？夜のイキモノ","？夜のイキモノ"
"0003D667","夜のイキモノ","夜之生物"
"0003D687","　　？父　　","　　？父　　"
"0003D699","　　 父 　　","　　 父 　　"
"0003D6B9","　？奏大雅　","　？奏大雅　"
"0003D6CB"," 　奏大雅 　"," 　奏大雅 　"
"0003D6EB","　 ？大雅 　","　 ？大雅 　"
"0003D6FD","　　ぼく　　","　　我　　"
"0003D710","　　大雅　　","　　大雅　　"
"0003D734","",""
"0004CC43","”。、？！」』☆）―…　","”。、？！」』☆）―…　"
"0004CDE9","　","　"
"0004CDF6","~　","~　"
"0004CE46","「","「"
"0004CE5D","",""
"0004CE72","~「","~「"
"0004CE8A","",""
"0004CEB6","」","」"
"0008B783","“”。、？！」』☆）　","“”。、？！」』☆）　"
"0008B992","",""
"0008B9FF","",""
"0008E35A","メイリオ","メイリオ"
"0008FC1D","“”。、？！」』）　","“”。、？！」』）　"
"0008FCEE","“”。、？！」』）　","“”。、？！」』）　"
"000914D2","",""
"000914D7","",""
"0009158A","",""
"0009160D","”。、？！」』☆）―…　","”。、？！」』☆）―…　"
"0009454F","そのほんの少しの隙間から、どこからか小さな春色が舞い込んで――","有一片不知从何处飞来的小小花瓣，从车窗的缝隙飞入了车厢——"
"000945DC","",""
"000945F4","",""
"0009460B","",""
"0009461A","",""
"000A1A89","テストルートを選んでください","テストルートを選んでください"
"000A1AB0","共通ルート１話","共通ルート１話"
"000A1AC8","共通ルート２話","共通ルート２話"
"000A1AE0","共通ルート３話","共通ルート３話"
"000A1AF8","共通ルート４話","共通ルート４話"
"000A1B10","ヒロインルート","ヒロインルート"
"000A1BA5","テストルートを選んでください","テストルートを選んでください"
"000A1BCC","クロルート","クロルート"
"000A1BE0","ハルルート","ハルルート"
"000A1BF4","千和ルート","千和ルート"
"000A1C08","姫織ルート","姫織ルート"
"000A1C1C","共通ルートへ","共通ルートへ"
"000A1D13","　","　"
"000A1D1D","　","　"
"000A1D6E","世界がそっと、ため息をつく――","世界がそっと、ため息をつく――"
"000A1D98","胸に。","胸に。"
"000A1DAA","瞳に。","瞳に。"
"000A1DBC","……心の中に。","……心の中に。"
"000A1DD6","そんな言葉が舞い降りた。","そんな言葉が舞い降りた。"
"000A1E9B","…………","…………"
"000A1ED7","ひら、","ひら、"
"000A1F0E","ひら、","ひら、"
"000A1F46","ひらり。","ひらり。"
"000A1F6A","トンネルを走る真っ暗な車窓。","トンネルを走る真っ暗な車窓。"
"000A1F92","そのほんの少しの隙間から、どこからか小さな春色が舞い込んで――","そのほんの少しの隙間から、どこからか小さな春色が舞い込んで――"
"000A2025","……う、んん","……う、んん"
"000A203D","――鼻先に花びらが、ひとつ。","――鼻先に花びらが、ひとつ。"
"000A2065","隣に座るあの子の寝顔を彩った。","隣に座るあの子の寝顔を彩った。"
"000A20A3","……くしゅっ","……くしゅっ"
"000A20BB","小さなくしゃみにもめげない[ひとひら|一片]を摘もうと、そっと伸ばした俺の手は。","小さなくしゃみにもめげない[ひとひら|一片]を摘もうと、そっと伸ばした俺の手は。"
"000A213C","……だい、じょうぶ","……だい、じょうぶ"
"000A215A","俺のその手は、あの子にそっと、握られた。","俺のその手は、あの子にそっと、握られた。"
"000A2196","……だいじょうぶだよ","……だいじょうぶだよ"
"000A21B6","……眠たげな小さな口元から、ひらり、","……眠たげな小さな口元から、ひらり、"
"000A21EE","……大丈夫。絶対、ぜったい。君をひとりぼっちになんて、させないよ","……大丈夫。絶対、ぜったい。君をひとりぼっちになんて、させないよ"
"000A223A","……ひらりと、","……ひらりと、"
"000A225C","絶対に、約束……だから","絶対に、約束……だから"
"000A227E","……少しずつこぼれた言葉は、花びらみたいに風に流され、消えゆくばかり。","……少しずつこぼれた言葉は、花びらみたいに風に流され、消えゆくばかり。"
"000A22D8","今までたくさん、つらいことも、悲しいことも、あったけど……","今までたくさん、つらいことも、悲しいことも、あったけど……"
"000A2326","これから、きっと……。これから、ずっと。君にはいいことばかりが、起こるんだよ。絶対に。ぜったい。……わたしが君に、約束するよ","これから、きっと……。これから、ずっと。君にはいいことばかりが、起こるんだよ。絶対に。ぜったい。……わたしが君に、約束するよ"
"000A23AE","眠たげなあの子が微笑んだ。","眠たげなあの子が微笑んだ。"
"000A23D4","そのまま俺たちは手を握り合う。","そのまま俺たちは手を握り合う。"
"000A23FE","ああ。","ああ。"
"000A2410","ため息だ。","ため息だ。"
"000A2426","……俺たちは、世界と共にため息をつく。","……俺たちは、世界と共にため息をつく。"
"000A2458","トンネルが抜けたのだ。","トンネルが抜けたのだ。"
"000A247A","車窓に光。眩しい、光。","車窓に光。眩しい、光。"
"000A24A4","……ほら、見て。すごいよ。とってもきれいだ","……ほら、見て。すごいよ。とってもきれいだ"
"000A24DA","君と、俺。","君と、俺。"
"000A24F0","車窓から覗き込んだ世界は鮮やかで。","車窓から覗き込んだ世界は鮮やかで。"
"000A251E","ひらひらの、","ひらひらの、"
"000A2536","ふわふわの、","ふわふわの、"
"000A254E","桜の木々で、満ちていて……。","桜の木々で、満ちていて……。"
"000A257E","……ん","……ん"
"000A2590","あの子がおもむろに立ち上がり、車窓を勢いよく開け放つ。","あの子がおもむろに立ち上がり、車窓を勢いよく開け放つ。"
"000A25D2","桜だ。","桜だ。"
"000A25E4","列車の中に春がたくさん、たくさん、流れ込んでくる。車内はあっという間に春の色。","列車の中に春がたくさん、たくさん、流れ込んでくる。車内はあっという間に春の色。"
"000A263E","あの子は、俺の大切な、友だちは……。","あの子は、俺の大切な、友だちは……。"
"000A266E","いっぱいの春が雪崩れ込む窓から身体を乗り出し、","いっぱいの春が雪崩れ込む窓から身体を乗り出し、"
"000A26B0","……――っ","……――っ"
"000A26C6","叫んだ。","叫んだ。"
"000A26E2","――っ","――っ"
"000A26F4","何かを、叫んだ。","何かを、叫んだ。"
"000A2710","大きな声で。","大きな声で。"
"000A2728","無口なあの子の口からは、一度も聞いたことのないような、大きな声で。","無口なあの子の口からは、一度も聞いたことのないような、大きな声で。"
"000A2776","その叫びはこの世界への宣戦布告。そのはずだ。","その叫びはこの世界への宣戦布告。そのはずだ。"
"000A27AE","……だから俺も真似して、何かを叫ぶ。","……だから俺も真似して、何かを叫ぶ。"
"000A27DE","物語だ。","物語だ。"
"000A27F2","これからどんなことがあったとしても、ふたりは絶対離れないと、誓いあい――","これからどんなことがあったとしても、ふたりは絶対離れないと、誓いあい――"
"000A2846","……物語が、はじまる。","……物語が、はじまる。"
"000A2868","俺は“夢”を叶えることができるだろうか。","俺は“夢”を叶えることができるだろうか。"
"000A289C","君は、笑顔のままでいてくれるだろうか。","君は、笑顔のままでいてくれるだろうか。"
"000A28CE","そして――……、","そして――……、"
"000A28EA","この“心”に再び“夜”がやって来る、その前に。","この“心”に再び“夜”がやって来る、その前に。"
"000A2924","[?|俺][?|は]、[?|俺][?|を][?|殺][?|せ][?|る][?|だ][?|ろ][?|う][?|か]。","[?|俺][?|は]、[?|俺][?|を][?|殺][?|せ][?|る][?|だ][?|ろ][?|う][?|か]。"
"000A2990","　","　"
"000A299A","　","　"
"000A2A39","世界がそっと、ため息をつく――","世界于此，暂作叹息――"
"000A2A6C","胸に。","于我胸中回响。"
"000A2A87","瞳に。","于我眼中闪烁。"
"000A2AA2","……心の中に。","……于我心中荡漾。"
"000A2AC5","そんな言葉が舞い降りた。","话语飘然落下。"
"000A2B3C","…………","…………"
"000A2B51","ひら……","簌簌地……"
"000A2B65","ひら…","簌簌地…"
"000A2B77","ひらり。","樱漫落。"
"000A2B8B","トンネルを走る真っ暗な車窓。","车窗外是一片漆黑的隧道。"
"000A2BB3","そのほんの少しの隙間から、どこからか小さな春色が舞い込んで――","从那狭小的缝隙间，不知从何处飘入一瓣小小的春色――"
"000A2C18","……う、んん","……呜，嗯嗯"
"000A2C30","――鼻先に花びらが、ひとつ。","――粉樱一点，飘落鼻尖。"
"000A2C58","隣に座るあの子の寝顔を彩った。","为邻座她的睡颜添上了一抹樱色。"
"000A2C90","……くしゅっ","……啊嚏！"
"000A2CA8","小さなくしゃみにもめげない[ひとひら|一片]を摘もうと、そっと伸ばした俺の手は。","我悄悄伸出手，想要摘下那片连小小的喷嚏也未曾吹落的[花瓣|一片]。"
"000A2D1C","……だい、じょうぶ","……没，事的"
"000A2D3A","俺のその手は、あの子にそっと、握られた。","我的手，被那孩子，轻轻握住了。"
"000A2D7C","……だいじょうぶだよ","……没事的哦"
"000A2D9C","……眠たげな小さな口元から、ひらり、","……话语从她睡意朦胧的小小唇边，悄然飘落，"
"000A2DDA","……大丈夫。絶対、ぜったい。きみをひとりぼっちになんて、させないよ","……没事的。我绝对、绝对，不会让你，孤单一人的"
"000A2E28","……ひらりと、","……悄然飘落，"
"000A2E5D","絶対に、約束……だから","绝对，我向你……保证"
"000A2E7F","……少しずつこぼれた言葉は、花びらみたいに風に流され、消えゆくばかり。","……一点一点、零星凋落的话语，如花瓣般随风飘零，终将散去。"
"000A2EDF","今までたくさん、つらいことも、悲しいことも、あったけど……","虽然至今为止，有过很多痛苦的事情、有过很多悲伤的事情……"
"000A2F40","これから、きっと……。これから、ずっと。きみにはいいことばかりが、起こるんだよ。絶対に。ぜったい。……わたしがきみに、約束するよ","从今往后，一定……从今往后，一直。发生在你身上的，都只会是好事。绝对、绝对会是这样的……我向你保证"
"000A2FCC","眠たげなあの子が微笑んだ。","睡意朦胧的她微微笑了。"
"000A2FF2","そのまま俺たちは手を握り合う。","我们就这样相握着彼此的手。"
"000A301C","ああ。","啊啊。"
"000A302E","ため息だ。","叹息。"
"000A3044","……俺たちは、世界と共にため息をつく。","……我们与世界，一同叹息。"
"000A3076","トンネルを抜けたのだ。","穿过了隧道。"
"000A3098","車窓に光。眩しい、光。","车窗上的光。眩目的，光。"
"000A30EE","……ほら、見て。すごいよ。とってもきれいだ","……诶，你看。好厉害。真的好漂亮"
"000A3124","君と、俺。","你，和我。"
"000A313A","車窓から覗き込んだ世界は鮮やかで。","透过车窗窥见的世界色彩鲜艳。"
"000A3168","ひらひらの、","飘飘洒洒，"
"000A3180","ふわふわの、","纷纷扬扬，"
"000A3198","さくらの木々で、満ちていて……。","视野所及，繁樱盛开……"
"000A31D2","……ん","……嗯"
"000A3218","あの子がおもむろに立ち上がり、車窓を勢いよく開け放つ。","她缓缓站了起来，一把打开车窗。"
"000A325A","さくらだ。","是樱花。"
"000A3270","列車の中に春がたくさん、たくさん、流れ込んでくる。車内はあっという間に春の色。","大片、大片的春光溢入车厢。一瞬间，车厢内就充斥着春的颜色。"
"000A32CA","あの子は、俺の大切な、友だちは……。","她，我最重要的朋友……"
"000A32FA","いっぱいの春が雪崩れ込む窓から身体を乗り出し、","把身子探出了那花瓣似雪崩般涌入的车窗，"
"000A3384","……――っ","……――！"
"000A339A","叫んだ。","她呐喊着。"
"000A33E0","――っ","――！"
"000A33F2","何かを、叫んだ。","她在呐喊着什么。"
"000A340E","大きな声で。","用着很大的声音。"
"000A3426","無口なあの子の口からは、一度も聞いたことのないような、大きな声で。","用着我从沉默寡言的她口中，未曾听到过的，很大很大的声音。"
"000A3474","……だから俺も真似して、何かを叫ぶ。","……所以我也学着她，呐喊着什么。"
"000A34A4","物語だ。","这是一个故事。"
"000A34B8","これからどんなことがあったとしても、ふたりは絶対離れないと、誓いあい――","发誓今后无论发生什么，两个人绝对不会分离的――"
"000A350C","……物語が、はじまる。","……故事，开始了。"
"000A352E","俺は“夢”を叶えることができるだろうか。","我，可以实现“梦想”吗？"
"000A3562","君は、笑顔のままでいてくれるだろうか。","你，还能保持笑容吗？"
"000A3594","そして――……、","以及――……"
"000A35B0","この“心”に再び“夜”がやって来る、その前に。","在这颗“心”的“夜”，再次降临之前。"
"000A35EA","[・|俺][・|は]、[・|俺][・|を][・|殺][・|せ][・|る][・|だ][・|ろ][・|う][・|か]。","[・|我]，[・|能][・|杀][・|死][・|我][・|自][・|己][・|吗]？"
"000A36BB","ようこそ。さくらの杜の“夜”の下へ","欢迎来到樱之杜的“夜”下"
"000A36E9","辿り着いた扉をふたりで開くと……、","我们两人一同推开艰难抵达的门扉……"
"000A3753","君たちとこうして出会えることを、私は、私たちは、ずっとずっと心待ちにしていたよ","我，或者说我们，一直都期待着，像这样与你们相逢"
"000A37AD","やさしい“夜”が、そして“魔法”が、俺たちの到着を待っていた。","温柔的“夜”，以及“魔法”，都在等待着我们的到来。"
"000A381B","ああ……。","啊啊……"
"000A3831","俺の心が、ため息をつく――","我的心，叹息着――"
"000A3857","どこで道を間違えたのか。","是在哪里走上了歧途？"
"000A387B","どこで選択を誤ったのか。","是在哪里选择了错误？"
"000A389F","[・|ヒ][・|ー][・|ロ][・|ー][・|は][・|ど][・|こ][・|に][・|い][・|る]。","[・|英][・|雄]，[・|又][・|在][・|何][・|处]？"
"000A38F3","この物語を救いたい。救わなければ。","我想去拯救这个故事。必须拯救这个故事。"
"000A3921","心の中に熱く、さみしい、[叫び|銃声]を轟かせて……。","让热忱而寂寞的[呐喊|枪声]在胸中回荡……"
"000A3992","たったひとりの君を救うため。","只为拯救独一无二的你。"
"000A39C3","[ぼく|俺]は、何度だって――……","不论多少次，[ｂｏｋｕ|我] (ore) 都会――……"
"000A3A58","あー。これで、今日から晴れて宿なしかぁ……","啊――这样一来，从今天开始就正式无家可归了啊……"
"000A3A8E","『本棚を見ればその人物がどのような人生を送ってきたかわかる』――とは誰の言葉だっただろうか。","『只要看看书架，就能知道一个人有着怎样的人生』――这话谁说的来着？"
"000A3AF6","肩から下げたたったひとつのスポーツバック。","肩上挎着的一个运动包。"
"000A3B53","そしてペンダントのように首から下げた古い鍵がひとつきり。","以及像项链一样挂在脖子上的一把旧钥匙。"
"000A3B97","それがこの俺、[かなで|奏][たいが|大雅]の全財産。","这就是我，[Ｋａｎａｄｅ|奏][Ｔａｉｇａ|大雅]的全部财产。"
"000A3BD3","過去、現在、あるいは未来――","无论是过去、现在，还是未来――"
"000A3BFB","その縮図であるらしい本棚なんて、今は持ち合わせているはずもなく。","足以称为我人生缩影的书架，现在肯定是没有的。"
"000A3C47","何ひとつとして所有できなかったこれまでの人生。きっと薄っぺらだと笑われるに違いない。","至今为止一无所有的人生，想必会被人嘲笑浅薄吧。"
"000A3CA7","だが何もないということは幸運だ。","然而一无所有，或许也是一种幸运。"
"000A3CD3","……今の両手が空っぽであるのなら。","……既然现在双手空空如也。"
"000A3D01","これから獲得出来うるすべてのものを、余さず、放さず、運んでいける――はずだから。","我就能将今后获得的一切，毫无遗漏、决不放弃地带向未来――应该就是这样吧。"
"000A3D8B","さあ、これからどうする","那么，接下来该怎么办呢？"
"000A3DAD","見上げた空は、快晴。","举头仰望，晴空万里。"
"000A3DCD","季節は春。","时节为春。"
"000A3DE3","心地よく。柔らかく。期待を煽る、始まりの季節。","舒适惬意，温柔和煦。煽动起期待、寓意着开始的季节。"
"000A3E1D","新たな門出にふさわしい。","正适合新的启程。"
"000A3E41","これからはじまる[未来|時間]はきっと、この春色みたいに鮮やかだ――","从今往后的[未来|时光]，定如此般春色，灿烂鲜艳――"
"000A3E8E","……等と。","……等等。"
"000A3EA4","強がってみたはいいけれど、","虽然试着逞强了，"
"000A3F03","……うう","……唔唔"
"000A3F17","お腹を押さえる。","我按住肚子。"
"000A3F33","居候の腹の虫が“何でもいいから目一杯食わせろ”と暴れていた。“未来より、今だろ”と。","肚子里的蛔虫暴躁地闹腾着。“什么都行先让我吃饱吧！”“先别提未来，考虑考虑现在吧。”"
"000A3F9D","ああ、そうだな。……そういえば、腹、減ったよなぁ","啊，是啊……这么说来，肚子好饿啊"
"000A3FD9","考えてみたら朝食を食べ損ねてしまっていた。急いで準備を整えていたから……。","仔细一想，因为一直在匆忙准备，连早饭都没吃……"
"000A4039","まったく。今日は一応、[・|特][・|別][・|な][・|日]だっていうのにな","真是的。今天好歹是[・|特][・|别][・|的][・|日][・|子]啊"
"000A4087","それなのに空腹だなんてちょっと切ない。","尽管如此，饿着肚子总觉得有点心酸。"
"000A40DD","財布を取り出す。","拿出钱包。"
"000A40F9","一円玉ばかりで三十二円。行きつけのラーメン屋の割引券が二、三枚。","三十二日元，全是一日元的硬币。还有两三张常去的拉面店的折扣券。"
"000A414F","三十二円じゃ駄菓子がふたつかみっつ買えるくらいじゃないか。そんなんじゃ腹の足しにもならないなあ","三十二日元也就只够买两三个粗点心，这样也填不饱肚子啊"
"000A41B9","我ながらわびしい。","我这现状，堪称落魄。"
"000A41D7","独り言だって増えるというもの。","自言自语也更频繁了。"
"000A4201","本棚よりもまずは食費がほしい。","比起书架，我更想要伙食费。"
"000A422B","どう足掻いてみても結構やばい――","无论怎么挣扎，状况都相当不妙――"
"000A428B","ん？","嗯？"
"000A429B","少し、先の方。","在前方不远处。"
"000A42B5","道ばたに何かが落ちているのに気づいた。","我注意到好像有什么东西落在了路边。"
"000A430A","近づいてみる。","试着靠近一点。"
"000A4324","破られたメモ用紙のようなものが、一ページ。","似乎是一页撕下来的笔记纸。"
"000A435A","その上に何かが置かれていた。","上面放着什么东西。"
"000A4382","拾い上げてみる。","我捡起来看了看。"
"000A43CF","チョコ？","巧克力？"
"000A43E3","カラフルな包み紙にくるまれたチョコレート。","是被五颜六色的包装纸包裹着的巧克力。"
"000A4419","それもひとつだけではない。","还不止一块。"
"000A443F","ふたつ、みっつ。","两块、三块。"
"000A4465","何で、こんなところに","为什么这里会有巧克力"
"000A4485","首を傾げる。","我歪了歪头。"
"000A449D","そこでメモ用紙にこう書かれているのに気がついた。","然后我注意到了笔记纸上是这样写的。"
"000A44F6","あまいの","甜甜的"
"000A450C","にがいの","苦苦的"
"000A4522","ちょっと、にがいの","一点点，苦的"
"000A4542","どれでも、どうぞ","哪个都行，吃吧"
"000A456A","はは","哈哈"
"000A457A","微笑む。","我露出微笑。"
"000A458E","お世辞にも上手とは言えない字だ。","哪怕说得委婉点，这字也谈不上工整。"
"000A45BA","みみずがのたくったような――と乱暴な感想を添えるほど意地悪にはなりきれない。その必要だってない。……この子には。","就像是蚯蚓在爬一样――我狠不下心做出这么刻薄的评价。而且对她来说……也没有那个必要。"
"000A4636","ひらがなだけで書かれたメモを丁寧に折り畳む。","我把这张只写着平假名的纸条仔细地叠好。"
"000A466E","大事に、大事に、ポケットにしまう。","小心地、小心地，把它放进口袋里。"
"000A46CC","……振り返る。","……我回过头去。"
"000A46E6","きょろきょろとしながら、言う。","四处张望着，说道。"
"000A473A","おかえり、クロ。今回はちょっと長かったね。……どこにいる？","欢迎回来，小黑。这次稍微有点久啊……你在哪呢？"
"000A47A5","っ","！"
